word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
arma,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0.00053850296,0,0,0,0
province,0,0,0,0,0,0,0,0,0,0,0,0.00044319693,0.0010170641,0,0,0.00062150404,0,0,0,0,0,0,0,0,0.0014839941
succombant,0,0,0,0,0,0,0,0,0,0,0,0.00036933077,0,0,0,0,0,0,0,0,0,0,0,0,0
suivis,0,0,0,0,0,0,0,0,0,0,0,0.00051706308,0,0.00056872038,0,0.00077688005,0,0,0,0,0,0.00022876752,0,0,0
passai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011438376,0,0,0
crut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057191879,0,0,0
aimais,0.00147409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
possession,0,0.00023663038,0,0.000044662796,0,0,0,0,0,0,0,0.00029546462,0,0,0.00060864273,0,0,0,0.00035532394,0,0,0,0,0,0
rentre,0,0,0,0,0,0.00016254876,0.0018624864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
déclarait,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opposait,0,0,0,0,0,0,0,0.00013768415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voux,0,0,0,0,0,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
remettant,0,0,0,0,0,0,0,0,0,0,0,0.00036933077,0,0,0,0,0,0,0,0,0,0,0,0,0
déclarer,0,0,0,0,0,0,0,0.0012391574,0,0,0,0,0,0,0,0,0,0,0,0,0.0035002693,0,0,0.0019083969,0
considérez,0,0,0,0,0,0,0,0.000068842076,0,0,0,0.00066479539,0,0,0,0,0,0,0,0,0,0,0,0,0
intéressant,0,0,0,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035532394,0,0,0,0,0,0
justement,0,0,0,0,0,0,0,0,0,0,0,0.0014034569,0,0,0.00020288091,0,0,0,0,0.002225804,0,0,0.00032320621,0,0
réduisez,0,0,0,0,0,0,0,0,0,0,0,0.00029546462,0,0,0,0,0,0,0,0,0,0,0,0,0
digérer,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
baiser,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0.0016113744,0,0,0,0,0,0,0,0,0,0,0
nuire,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053726303,0,0.00097226194,0,0,0
ôteriez,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priant,0.00017008731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demandée,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0.00011300712,0,0,0,0,0,0,0,0,0.00022876752,0,0,0
complaisant,0,0,0,0.00026797678,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuirait,0,0,0,0,0,0,0.0001552072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057191879,0,0,0
vengent,0,0,0,0,0,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
espérances,0,0,0,0,0,0,0,0,0,0.00091701055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaines,0,0,0.00048520136,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015350372,0,0.00097226194,0,0.00054525627,0
méprisée,0,0,0,0,0,0.00043346337,0,0,0,0,0,0.00022159846,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
lâchement,0.0010772196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abusée,0,0,0,0,0,0.00032509753,0,0,0.00064798315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
négligiez,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
soulager,0.00085043656,0,0,0,0,0,0,0,0,0,0,0.00066479539,0,0,0,0,0,0,0,0,0,0,0,0,0
ingrats,0,0,0,0,0.0013505402,0,0,0.00075726284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vouliez,0,0,0,0.0010272443,0,0,0,0,0,0,0.0014914243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rendriez,0,0,0,0,0,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apprendra,0,0,0,0.00017865118,0,0,0.0010864504,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
choqué,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081788441,0
stratagème,0,0,0,0,0,0,0.003104144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infinie,0,0,0.00016173379,0,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021199915
dusse,0,0,0,0,0,0,0,0,0,0,0.00055928412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obtienne,0,0,0,0,0,0,0,0,0,0,0,0.00059092924,0,0,0,0,0,0,0,0,0,0,0,0,0
aigrit,0,0,0,0,0.00045018007,0,0,0,0,0,0,0,0,0,0,0.00077688005,0,0,0,0,0,0,0,0,0
chérir,0,0,0,0.00040196516,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
couvrent,0,0,0,0,0,0,0,0.00027536831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vengez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010294538,0,0,0
répandrai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028595939,0,0,0
obstination,0,0,0,0,0.00030012005,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032320621,0,0
pique,0,0,0,0,0,0,0.0012416576,0,0,0,0,0.00014773231,0,0,0,0.00015537601,0,0,0,0,0,0,0,0,0
quitterais,0,0,0,0,0.00045018007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tranchons,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040034315,0,0,0
accroître,0,0,0,0,0,0.00027091461,0,0,0,0,0,0,0,0,0,0.00015537601,0,0,0,0,0,0,0,0,0
racheter,0,0,0,0,0,0,0,0.00027536831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
engageons,0,0,0,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serve,0,0,0.0011321365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009977742,0,0,0,0,0
rompe,0,0,0,0,0.00030012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dépité,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
amorce,0,0,0,0,0,0.00027091461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016959932
acquérir,0,0,0.00048520136,0,0,0,0.0010864504,0,0,0,0,0,0.00011300712,0.00037914692,0,0,0,0,0.001895061,0,0,0,0,0,0
gagnons,0,0,0,0,0.00045018007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
reprends,0,0,0,0,0,0,0,0,0,0,0,0,0.00011300712,0,0,0,0,0.00092690678,0,0,0,0,0,0.00027262814,0
affranchirons,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chresphonte,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
effacé,0,0,0,0,0.00045018007,0.00010836584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
répondez,0.00017008731,0,0,0.00035730237,0.0018007203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lisez,0,0,0,0,0.0006002401,0.00021673169,0,0,0,0,0,0,0,0,0.0012172855,0,0,0,0,0,0,0,0,0,0.0012719949
redoublés,0,0,0,0,0.00075030012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
victorieuse,0,0,0,0,0,0,0,0,0,0,0,0.00022159846,0,0.00009478673,0,0,0,0,0,0,0,0,0,0.00027262814,0
fît,0.0011339154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interprété,0,0,0,0,0,0,0.0001552072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jetant,0.00017008731,0,0,0,0,0,0,0,0,0.00045850527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obligé,0,0,0,0,0,0,0,0,0,0.0016047685,0,0,0,0,0.00060864273,0,0,0,0,0.0011512779,0,0,0,0,0
recourir,0,0,0,0,0.00030012005,0.00037928045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fondu,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poussés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046051117,0,0,0,0,0
contemplant,0,0,0,0,0,0,0,0,0,0,0.00018642804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soupçonné,0,0,0,0,0.0012004802,0.000054182922,0,0,0,0,0.00018642804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
méconnaissais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004832085,0,0,0,0,0,0,0,0
approchant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013983841,0,0,0,0,0,0,0,0,0
préside,0,0,0.0012938703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034315127,0,0,0
escadrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046612803,0,0,0.00011844131,0,0,0,0,0,0
vestiges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057191879,0,0,0
redoutables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012430081,0,0,0,0,0,0,0,0,0
moissonne,0,0,0,0,0,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entrant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035532394,0,0,0,0,0,0
mêlée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069076675,0,0,0,0,0
cherchais,0,0,0,0,0,0.00081274382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assouvir,0,0,0,0,0,0,0,0,0,0,0,0.00096026001,0,0,0,0,0,0,0,0,0,0,0,0,0
belliqueuse,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vigilants,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0.00009478673,0,0,0,0,0,0,0,0,0,0,0
enlevé,0,0,0,0,0,0,0,0,0,0.00022925264,0,0,0,0,0,0,0,0,0,0.00030700744,0,0,0,0,0
ouvertures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057191879,0,0,0
blessures,0,0,0,0,0,0.00054182922,0,0,0,0,0.00074571216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
écrier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023025558,0,0,0,0,0
langue,0.00147409,0,0,0,0,0,0,0,0,0.0020632737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repousse,0,0,0.0011321365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exhorte,0.00017008731,0,0,0,0,0,0,0,0,0.00022925264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manquerez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009478673,0,0,0,0,0,0,0,0,0,0,0
affermit,0,0,0,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057191879,0,0,0
abandonnant,0.00022678308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amène,0,0,0,0,0,0,0.0045010088,0,0,0,0.00093214019,0.0020682523,0,0,0,0,0,0,0,0,0,0,0,0.00054525627,0
souvenez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011512779,0,0.000057191879,0,0,0
tournant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
abandonnas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
chaste,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066350711,0,0,0,0,0,0,0,0,0,0.0016357688,0
éprouvent,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037914692,0,0,0,0,0,0,0,0,0,0,0
défenseur,0,0,0,0,0,0,0,0.00020652623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
congé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061401489,0,0,0,0,0
traite,0.0011906112,0,0,0,0,0,0,0,0,0,0.0011185682,0,0,0,0,0,0,0,0,0.0009977742,0,0,0,0,0
affligent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023025558,0,0,0,0,0
estimerais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0.000076751861,0,0,0,0,0
rendait,0.00022678308,0.00047326077,0,0,0,0.00065019506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coupe,0,0,0,0,0,0,0,0,0,0.00068775791,0,0,0,0.00075829384,0,0,0,0,0,0,0,0,0,0,0
paupière,0,0,0.0012938703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026925148,0,0,0,0
clarté,0,0,0,0.00084859312,0,0,0,0,0,0,0,0.00066479539,0,0,0,0,0,0,0,0,0,0,0,0,0
accompagnez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
croîtrait,0,0,0,0.000089325592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raconter,0,0,0,0.000089325592,0,0,0,0,0,0,0,0,0,0,0,0,0.00072481276,0,0,0,0,0,0.00064641241,0,0
amoindris,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
veniez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037914692,0,0,0,0.00013241525,0,0,0,0,0,0,0
estima,0,0,0,0,0.00030012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consommé,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0.00028436019,0,0,0,0,0,0,0,0,0,0,0
égarés,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017157564,0,0,0
guider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035532394,0,0,0,0,0,0
assurés,0,0,0,0.00017865118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001616031,0,0
paraissait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017157564,0,0,0
gros,0,0,0,0,0,0,0,0,0,0,0.00037285608,0,0,0.0009478673,0,0,0,0.0013241525,0,0,0,0,0,0,0
opprimés,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057191879,0,0,0
exhale,0,0,0,0,0.00045018007,0,0,0,0,0,0,0,0,0.00009478673,0,0,0,0,0,0,0,0,0,0,0
formés,0.00017008731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030700744,0,0,0,0,0
immobile,0,0,0,0,0,0,0,0,0.00064798315,0,0,0,0,0,0,0.00077688005,0,0,0,0,0,0.000057191879,0,0,0
haleine,0.00017008731,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0.0009478673,0,0,0,0,0,0,0,0,0,0,0
promène,0,0,0.00064693514,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longs,0,0,0,0,0.00045018007,0.00016254876,0,0,0,0,0,0,0,0,0,0.0012430081,0,0,0,0,0.00026925148,0,0.0012928248,0,0
demeurer,0,0,0,0.00080393033,0,0,0,0,0,0.0018340211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assiette,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096641701,0,0,0,0,0,0,0,0
prosterner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009478673,0,0,0,0,0,0,0,0,0,0,0
marches,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028436019,0,0,0,0,0,0,0,0,0,0,0
relève,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051472691,0,0,0
regardant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014496255,0,0.00071064787,0,0,0,0,0,0
statue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035532394,0,0,0,0,0,0
retenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001042654,0,0,0,0,0,0,0,0,0,0,0
enfermé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018957346,0,0,0,0,0,0.00053726303,0,0,0,0.00027262814,0
viole,0,0,0,0,0,0.00021673169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exterminez,0,0,0,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subornée,0,0,0,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023025558,0,0,0,0,0
suborneur,0,0,0,0,0,0,0.0001552072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045753503,0,0,0
tiennent,0,0,0,0,0,0,0,0,0,0,0,0,0.0013560854,0.00009478673,0,0,0,0,0,0,0,0.00028595939,0,0,0
artaxerce,0,0,0,0,0,0,0,0,0,0.0043558001,0,0,0,0,0,0,0,0,0.0022503849,0,0,0,0,0,0
critique,0,0,0,0,0,0,0,0,0,0.0027510316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lxxxiii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013241525,0,0,0,0,0,0,0
académie,0,0.00094652153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
française,0,0.0033128254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blageart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
neuve,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dauphin,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guénégaud,0,0,0,0,0,0,0,0,0,0.00045850527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
préface,0,0,0,0,0,0,0,0,0,0.0027510316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pièces,0,0,0,0,0,0,0,0,0,0.0061898212,0.00018642804,0,0,0,0.00040576182,0,0,0,0,0,0,0,0,0,0
bonnes,0,0.0011831519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031075202,0,0,0,0,0,0,0,0,0.0021199915
goût,0.00028347885,0,0,0,0,0,0,0,0,0.0061898212,0,0,0,0,0,0,0,0.00026483051,0,0,0,0,0,0,0
disposition,0,0,0,0,0,0,0,0,0,0.00022925264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spectateurs,0,0,0,0,0,0,0,0,0,0.0043558001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contribuent,0,0.00047326077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
ouvrages,0,0.0014197823,0,0,0,0,0,0,0,0.0041265475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
négligé,0,0,0,0,0,0,0,0,0,0.00022925264,0,0.00036933077,0,0,0,0.00031075202,0,0,0,0,0,0,0,0,0
justification,0,0,0,0,0,0,0,0,0,0.00045850527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
réussi,0,0,0,0,0,0.00010836584,0,0,0,0.0022925264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
publiquement,0,0,0,0,0,0,0,0,0,0.00091701055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
égard,0,0,0,0,0,0,0,0,0,0.0013755158,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
éclairées,0,0,0,0,0,0,0.0001552072,0,0,0.00045850527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
respecté,0,0,0,0,0,0,0,0,0,0,0,0.00051706308,0,0,0,0,0,0,0,0,0,0,0,0,0
applaudissements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040576182,0,0,0,0,0,0.00080775444,0,0,0,0
reçut,0,0,0,0,0,0.00016254876,0,0,0,0,0,0,0,0,0,0.0017091361,0,0,0,0,0,0,0,0,0
premières,0,0.0021296735,0,0.00017865118,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
répondaient,0,0,0,0,0,0,0,0,0.00016199579,0,0,0,0,0,0,0,0,0,0.00023688262,0,0,0,0,0,0
imputer,0,0,0,0,0,0,0,0,0,0.0011462632,0,0,0,0,0,0,0,0,0,0,0,0.00028595939,0,0,0
extraordinaire,0,0,0,0,0,0,0,0,0,0.0018340211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inclination,0.00062365348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
honnêtes,0,0,0,0,0,0,0,0,0,0.002521779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indignation,0,0.00070989115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissimuler,0,0,0,0,0,0.000054182922,0.00077603601,0,0,0,0,0.00051706308,0,0,0,0,0,0,0,0,0,0,0,0,0
manifeste,0,0.00047326077,0,0,0.00045018007,0,0,0,0,0,0,0.00029546462,0,0,0,0,0,0,0,0,0,0,0,0,0
mettais,0,0,0,0,0,0,0,0,0,0.00045850527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demeuré,0.00022678308,0,0,0,0,0,0.0001552072,0,0,0.0011462632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0.000057191879,0,0,0
intéressés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082908919,0,0,0,0,0,0
retiré,0,0,0,0,0,0,0,0,0,0.0018340211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assoupissement,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037914692,0,0,0,0,0,0,0,0,0,0,0
affectent,0,0,0,0,0,0,0,0,0,0,0,0,0.00033902136,0,0,0,0,0,0,0,0,0,0,0,0
auteurs,0,0,0,0,0,0,0,0,0,0.0041265475,0,0,0,0,0,0.0021752641,0,0,0.00011844131,0,0,0,0,0,0
démangeaison,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intentions,0,0,0,0,0,0,0.0003104144,0,0,0.00022925264,0,0,0,0,0,0,0,0,0,0.00038375931,0,0,0,0,0
déchaînement,0,0,0,0,0,0,0,0,0,0.00045850527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
écrire,0,0,0,0,0,0,0.0013968648,0,0,0.0027510316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reprocher,0,0,0,0,0,0.00065019506,0,0.00041305246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022876752,0,0,0
inexcusable,0,0,0,0,0,0,0,0,0,0,0,0,0.00045202848,0,0,0,0,0,0,0,0,0,0,0,0
volontairement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035532394,0,0,0,0,0,0
contagieuse,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infecté,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026925148,0,0,0,0
arrivé,0,0,0,0,0,0,0,0.00082610492,0,0,0.0016778523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invention,0,0,0.00080866893,0,0,0,0,0,0,0.0020632737,0.00037285608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
déchirer,0,0,0,0,0,0,0,0.00020652623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034315127,0,0,0
impitoyablement,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louange,0.00005669577,0,0,0,0,0,0,0,0,0.0011462632,0,0,0,0,0,0,0,0,0,0.00038375931,0,0,0,0,0.00063599746
modèle,0,0,0,0,0,0,0,0,0,0,0,0,0.0012430783,0,0,0,0,0,0,0,0,0,0,0,0
expression,0,0.0014197823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poètes,0,0.0049692381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exquise,0,0,0,0,0,0,0,0,0,0.00022925264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relevée,0,0,0,0,0,0,0,0.00013768415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justesse,0,0,0,0,0,0,0,0,0,0.0013755158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
éloge,0,0.0014197823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demandé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015397371,0,0,0,0,0,0
pierre,0,0,0,0,0,0,0,0,0,0.0016047685,0,0,0.00079104984,0,0,0,0,0,0,0,0,0,0,0,0
plâtre,0.00011339154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040576182,0,0,0,0,0,0,0,0,0,0
cire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081152364,0,0,0,0,0,0,0,0,0,0
méchante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011917373,0,0,0,0,0,0,0
