word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
ôterez,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
considérerai,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
salutaires,0,0,0,0,0,0.000054182922,0.0001552072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orgueilleuses,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refuseront,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013241525,0,0,0,0,0,0,0
fleurir,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
donneraient,0,0,0,0,0,0,0,0,0,0.00091701055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rebutaient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015537601,0,0,0,0,0,0,0,0,0
libres,0,0,0,0,0.00075030012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096961862,0,0
prescrites,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
nommant,0,0,0,0,0,0,0,0,0,0,0,0,0.00022601424,0,0,0.00015537601,0,0,0,0.00015350372,0,0,0,0,0
domptant,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
exécutons,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
approuverais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
augmentez,0,0,0,0,0,0,0,0,0,0,0,0.00036933077,0,0,0,0,0,0,0,0,0,0,0,0,0
persuadez,0,0,0,0,0.00030012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abattant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
étonnent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
corrompus,0,0,0,0,0,0,0,0,0,0.00045850527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reprendrez,0,0,0,0,0,0.00010836584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
répondrez,0,0,0,0,0.0006002401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
infinis,0,0,0,0,0,0.00016254876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
argénis,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conjurent,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pensent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061401489,0,0,0,0,0
transforme,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
triomphera,0,0,0,0,0,0,0.0001552072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fouler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023688262,0,0,0,0,0,0
gagnez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030700744,0,0,0,0,0
nierai,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruiner,0,0,0.00048520136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passais,0,0,0,0,0.00030012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rallier,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appelais,0.00005669577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
criais,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
insensibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013241525,0,0.00038375931,0,0,0,0,0
roches,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trouvai,0,0,0,0,0,0,0,0,0,0.00022925264,0,0,0,0,0,0.00093225606,0,0,0,0,0,0,0,0,0
étendu,0,0,0,0,0.00090036014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aperçus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093225606,0,0,0,0,0,0,0,0,0
crie,0,0,0.0017790716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invoque,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrachai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
parleraient,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confessait,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emprunte,0,0,0,0,0,0,0,0,0,0,0,0.00036933077,0,0,0,0,0,0,0,0,0,0,0,0,0
aspiré,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avouât,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057191879,0,0,0
jetez,0,0,0,0.00053595355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montrât,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
potentats,0,0,0,0,0,0,0,0,0,0,0,0.00029546462,0,0,0,0,0,0,0,0,0,0,0,0,0
nouer,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
défendrais,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013241525,0,0,0,0,0,0,0
contenterais,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
relèvera,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
tournent,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
entrez,0,0,0,0,0,0,0,0,0,0,0.0014914243,0,0,0,0,0,0,0,0,0.00076751861,0,0,0,0,0
confondiez,0,0,0,0.000089325592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soutiendrez,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soutiendrai,0,0,0,0.00013398839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purger,0,0,0,0.000089325592,0,0,0,0.000068842076,0,0,0,0.00022159846,0,0,0,0,0,0,0,0,0,0,0,0,0
diffamant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057191879,0,0,0
mensonges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
songes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063599746
soutiendrais,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
prudent,0.00017008731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046051117,0,0,0,0,0
aimât,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
préférât,0,0,0,0,0,0.00016254876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015537601,0,0,0,0,0,0,0,0,0
provoqué,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faction,0,0,0,0,0,0,0,0.00020652623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consistait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
cachât,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
gardaient,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
délateur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015537601,0,0,0,0,0,0,0,0,0
accusateur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081788441,0
suivrons,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
permettra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011438376,0,0,0
vengions,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
attaquent,0,0,0,0,0,0,0,0,0,0,0,0.00036933077,0,0,0,0,0,0,0,0,0,0,0,0,0
florissant,0,0,0,0,0,0,0,0,0,0,0,0.00029546462,0,0,0,0,0,0,0,0,0,0,0,0,0
assujetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
estimerai,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0.00011300712,0,0,0,0,0,0,0,0,0,0,0,0
étonnons,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
espion,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
promettait,0,0,0,0,0,0.00010836584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monta,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
complot,0,0,0,0,0,0,0,0,0,0,0,0,0.00090405696,0,0,0,0,0,0,0,0,0,0,0,0
désunissant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
estimant,0,0,0.00048520136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
soulever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072481276,0,0,0,0,0,0,0,0
robuste,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
conclu,0,0,0,0.000089325592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010770059,0,0,0,0
espérant,0,0,0,0,0.00030012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015350372,0.00026925148,0,0,0,0
contentai,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naît,0,0,0.0011321365,0,0,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0,0,0.00026925148,0,0,0,0
releva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011438376,0,0,0
cueillir,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
affectes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009478673,0,0,0,0,0,0,0,0,0,0,0
confessant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
périssant,0.00011339154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outrageai,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
pardonné,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004832085,0,0,0,0,0,0,0,0
esther,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03068374,0,0,0,0,0,0,0,0
xxxxiv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015537601,0,0,0,0,0,0,0,0,0
quinzième,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
juillet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004832085,0,0,0,0,0,0,0,0
anthoine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081152364,0,0,0,0,0,0,0,0,0,0
courbé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020288091,0,0,0,0,0,0,0,0,0,0
marchands,0,0,0.00064693514,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
portées,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040576182,0,0,0,0,0,0,0,0,0,0
augustin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020288091,0,0,0,0,0,0,0,0,0,0
convenable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040576182,0,0,0,0,0,0,0,0,0,0
appelée,0,0,0,0,0,0.00010836584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
juifs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013771442,0,0,0,0,0,0,0,0
conservation,0,0,0,0,0,0,0,0,0,0.00022925264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vasthi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045904808,0,0,0,0,0,0,0,0
assuérus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050736893,0,0,0,0,0,0,0,0
haman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013288234,0,0,0,0,0,0,0,0
mardochée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010630587,0,0,0,0,0,0,0,0
légitimement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
conviennent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
héroïne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040576182,0,0,0,0,0,0,0,0,0.00027262814,0
thamar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026576468,0,0,0,0,0,0,0,0
tharès,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026576468,0,0,0,0,0,0,0,0
assuréus,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artaxercès,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
zéthar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012080213,0,0,0,0,0,0,0,0
persan,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
suse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016912298,0,0,0,0,0,0,0,0
régnaient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040576182,0,0,0,0,0,0,0,0,0,0
israël,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021744383,0,0,0,0,0,0,0,0
orageuses,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
périlleuses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
relevant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
instabilité,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
nonpareil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
aperçut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020288091,0,0,0,0,0,0,0,0,0,0
répudier,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
garderont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
souhaitable,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
prospères,0,0,0,0,0,0,0,0,0,0,0,0.00022159846,0,0,0,0,0,0,0,0,0,0,0,0,0
calamité,0,0,0,0,0,0,0,0,0,0,0,0.00029546462,0,0,0,0,0,0,0,0,0,0,0,0,0
causa,0,0,0.00064693514,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
adorée,0,0,0,0,0,0,0.00077603601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026925148,0,0,0,0
imputés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017157564,0,0,0
trompions,0,0,0,0,0,0,0.0001552072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sortiront,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009478673,0,0,0,0,0,0,0,0,0,0,0
inopinés,0.00005669577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruina,0.00005669577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
établisse,0.00005669577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soulagez,0,0,0,0.000044662796,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0.00021199915
éclatera,0,0,0,0,0,0,0,0,0,0,0,0.00029546462,0,0,0,0,0,0,0,0,0,0,0,0,0
juif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062817106,0,0,0,0,0,0,0,0
espérerai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015537601,0,0,0,0,0,0,0,0,0
brûla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031075202,0.0004832085,0,0,0,0,0,0,0,0
juive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031075202,0,0,0,0,0,0,0,0,0
gardée,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
judée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010770059,0,0,0,0
amenés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004832085,0,0,0,0,0,0,0,0
flancs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013462574,0,0,0,0
enfermée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030700744,0,0,0,0,0
destinât,0,0,0,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tâcha,0,0.00023663038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
naîtrait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
profane,0,0,0.0019408054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032320621,0,0
crurent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
persane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080775444,0,0,0,0
évitez,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004832085,0,0,0,0,0,0,0,0
bénit,0,0,0.00032346757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verrions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023688262,0,0,0,0,0,0
futur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069076675,0,0,0,0,0
disposeriez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
miel,0,0,0,0.000089325592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redoutez,0,0,0,0,0,0,0,0,0,0,0,0.00044319693,0,0,0,0,0,0,0,0,0,0,0.00032320621,0,0
expériences,0,0,0,0,0,0.000054182922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malices,0,0,0.00064693514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
franc,0,0,0,0,0,0,0,0,0,0,0,0,0.00011300712,0,0,0,0,0.0017213983,0.00023688262,0,0,0,0,0,0.00084799661
montrés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
choquant,0,0,0,0,0,0,0,0,0,0,0,0,0.00033902136,0,0,0,0,0,0,0,0,0,0,0,0
contentent,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
hommages,0,0,0.00032346757,0,0,0,0,0,0,0,0.00037285608,0,0,0,0,0,0,0,0,0,0.0010770059,0,0,0.0010905125,0
répondais,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
désirée,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004832085,0,0,0,0,0,0,0,0
tuez,0,0,0,0,0,0,0,0,0,0,0,0,0.00022601424,0,0,0,0,0,0,0,0,0,0,0,0
employerais,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
nation,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024160425,0,0,0,0,0,0,0,0
persuader,0,0,0,0,0,0,0,0.00096378907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
engeance,0,0,0,0,0,0,0,0,0,0,0,0.00014773231,0,0,0,0,0,0,0,0,0,0,0,0,0
noie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017157564,0,0,0
savoureux,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
cueille,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009478673,0,0,0,0,0,0.000076751861,0,0,0,0,0
abondamment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004832085,0,0,0,0,0,0,0,0
calamités,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096641701,0,0,0,0,0,0,0,0
plaçait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
éclatait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011438376,0,0,0
adora,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accoutumé,0,0,0.00016173379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015350372,0,0,0,0,0
exilé,0,0,0,0.00013398839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dévale,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028436019,0,0,0,0,0,0,0,0,0,0,0
mourrons,0,0,0,0,0,0,0,0,0,0,0,0.000073866155,0,0,0,0,0,0,0,0,0,0,0,0,0
festins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096641701,0,0,0,0,0,0,0,0
prodiguant,0,0,0,0,0,0,0.0001552072,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
repaître,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015350372,0,0,0,0,0
affectait,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
préférait,0,0,0,0,0.00015006002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010770059,0,0,0,0
méprisable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015537601,0,0,0.00011844131,0,0,0,0,0,0
retardera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
considérera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
jettera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026925148,0,0,0,0
choisira,0,0,0,0,0.00045018007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonder,0,0,0,0.000089325592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perceront,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
naissantes,0,0,0,0.000044662796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suppliante,0,0,0,0,0.00030012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076751861,0,0,0,0,0
mouiller,0.00011339154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011844131,0,0,0,0,0,0
odieuses,0,0.00047326077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053850296,0,0,0,0
achetais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
répandus,0,0,0,0,0.0006002401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amazone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0.0019083969,0
redemander,0.00005669577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insignes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023688262,0,0,0,0,0,0
déclarent,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037914692,0,0,0,0,0,0,0,0,0,0,0
chassa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096641701,0,0,0,0,0,0,0,0
tacher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024160425,0,0,0,0,0,0,0,0
présuppose,0,0,0,0,0,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troublerez,0,0,0,0,0,0,0,0.000068842076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
