100,0,0.013057671,0.0032644178,0,0,0.0054406964,0,0.007616975,0.07508161,0.017410229,0.0032644178,0.0097932535,0.010881393,0,0.25244831,0.022850925,0,0,0.019586507,0.007616975,0,0,0,0,0
101,0.025945946,0,0,0.042162162,0.0054054054,0.036756757,0,0.033513514,0.14810811,0,0,0.051891892,0.016216216,0.016216216,0,0.027027027,0,0,0.023783784,0,0,0.021621622,0,0,0
102,0.020518359,0,0,0.058315335,0.012958963,0.068034557,0,0.052915767,0.12634989,0,0,0.046436285,0.0043196544,0,0,0.01187905,0,0.0010799136,0.03887689,0,0,0.012958963,0,0,0
103,0.034820457,0.0010881393,0,0.073993471,0.0065288357,0.059847661,0,0.028291621,0.12404788,0,0,0.019586507,0,0.0065288357,0,0.023939064,0,0,0.029379761,0,0.0054406964,0.041349293,0,0,0
104,0.036637931,0,0,0.058189655,0.018318966,0.016163793,0,0.02262931,0.13900862,0.0010775862,0,0.043103448,0,0.037715517,0,0.0075431034,0,0,0.025862069,0.0010775862,0,0.045258621,0,0,0
105,0.054525627,0,0,0.056706652,0.0098146129,0.06434024,0,0.045801527,0.10577972,0,0.0021810251,0.021810251,0,0.0032715376,0,0.014176663,0,0,0.030534351,0,0.0032715376,0.029443839,0.0021810251,0,0
106,0.011995638,0.0021810251,0,0.044711014,0.018538713,0.067611778,0,0.074154853,0.13958561,0,0,0.035986914,0.0032715376,0,0,0.0043620502,0,0,0.018538713,0,0.0065430752,0.030534351,0,0.0021810251,0
107,0.020364416,0.0021436227,0.0032154341,0.040728832,0.028938907,0.046087889,0,0.032154341,0.14898178,0,0,0.010718114,0,0.030010718,0,0.013933548,0.0085744909,0,0.0064308682,0,0.0064308682,0.045016077,0,0,0
108,0.0053937433,0.0010787487,0.0064724919,0.0798274,0.014023732,0.075512406,0,0.037756203,0.14023732,0,0,0.022653722,0,0,0,0,0,0,0.024811219,0,0.0075512406,0.0399137,0,0,0
109,0.022678186,0,0,0.062634989,0.016198704,0.059395248,0,0.020518359,0.18034557,0,0,0.025917927,0.0010799136,0.016198704,0,0.0010799136,0,0,0.0032397408,0.0010799136,0.0021598272,0.034557235,0,0,0
110,0.043431053,0,0.006514658,0.048859935,0.0076004343,0.061889251,0.006514658,0.03257329,0.09771987,0,0,0.056460369,0,0.0043431053,0,0.0054288817,0,0,0.018458198,0,0,0.033659066,0,0.0010857763,0
