Source,Target,Weight,Type
241,0,0.079954955,undirected
241,3,0.033783784,undirected
241,5,0.019144144,undirected
241,6,0.096846847,undirected
241,7,0.027027027,undirected
241,9,0.012387387,undirected
241,10,0.0022522523,undirected
241,11,0.0011261261,undirected
241,12,0.030405405,undirected
241,15,0.011261261,undirected
241,17,0.037162162,undirected
241,18,0.019144144,undirected
241,19,0.028153153,undirected
241,21,0.0011261261,undirected
242,0,0.066885965,undirected
242,3,0.060307018,undirected
242,5,0.030701754,undirected
242,6,0.10307018,undirected
242,7,0.021929825,undirected
242,12,0.0032894737,undirected
242,13,0.012061404,undirected
242,15,0.0065789474,undirected
242,17,0.025219298,undirected
242,19,0.032894737,undirected
242,24,0.0010964912,undirected
243,0,0.024471635,undirected
243,1,0.0022246941,undirected
243,3,0.062291435,undirected
243,4,0.0044493882,undirected
243,5,0.092324805,undirected
243,6,0.088987764,undirected
243,7,0.023359288,undirected
243,9,0.0011123471,undirected
243,11,0.0022246941,undirected
243,13,0.0077864294,undirected
243,17,0.013348165,undirected
243,19,0.040044494,undirected
243,21,0.027808676,undirected
243,22,0.0011123471,undirected
244,0,0.045602606,undirected
244,1,0.0021715527,undirected
244,3,0.035830619,undirected
244,4,0.006514658,undirected
244,5,0.051031488,undirected
244,6,0.1009772,undirected
244,7,0.049945711,undirected
244,10,0.0021715527,undirected
244,12,0.030401737,undirected
244,13,0.006514658,undirected
244,16,0.0010857763,undirected
244,17,0.0054288817,undirected
244,18,0.003257329,undirected
244,19,0.041259501,undirected
244,22,0.0010857763,undirected
244,23,0.0010857763,undirected
245,0,0.041666667,undirected
245,3,0.070175439,undirected
245,4,0.0043859649,undirected
245,5,0.075657895,undirected
245,6,0.089912281,undirected
245,7,0.031798246,undirected
245,8,0.0010964912,undirected
245,11,0.0010964912,undirected
245,12,0.0054824561,undirected
245,19,0.027412281,undirected
245,21,0.040570175,undirected
245,23,0.0010964912,undirected
246,0,0.06519337,undirected
246,3,0.06961326,undirected
246,4,0.0044198895,undirected
246,5,0.0033149171,undirected
246,6,0.075138122,undirected
246,7,0.015469613,undirected
246,11,0.0044198895,undirected
246,12,0.0055248619,undirected
246,15,0.0055248619,undirected
246,17,0.026519337,undirected
246,19,0.070718232,undirected
246,21,0.011049724,undirected
247,3,0.025136612,undirected
247,4,0.0021857923,undirected
247,5,0.046994536,undirected
247,6,0.10601093,undirected
247,7,0.027322404,undirected
247,9,0.0043715847,undirected
247,13,0.038251366,undirected
247,15,0.0010928962,undirected
247,16,0.0010928962,undirected
247,17,0.054644809,undirected
247,19,0.063387978,undirected
247,21,0.017486339,undirected
248,0,0.064516129,undirected
248,3,0.052280311,undirected
248,4,0.0022246941,undirected
248,5,0.060066741,undirected
248,6,0.072302558,undirected
248,9,0.025583982,undirected
248,11,0.0022246941,undirected
248,13,0.015572859,undirected
248,17,0.0378198,undirected
248,19,0.070077864,undirected
248,20,0.0022246941,undirected
248,21,0.0011123471,undirected
249,0,0.045454545,undirected
249,3,0.04767184,undirected
249,5,0.046563193,undirected
249,6,0.095343681,undirected
249,7,0.0099778271,undirected
249,15,0.0077605322,undirected
249,16,0.0044345898,undirected
249,17,0.063192905,undirected
249,18,0.0055432373,undirected
249,19,0.055432373,undirected
249,21,0.0077605322,undirected
249,22,0.0022172949,undirected
250,0,0.032329989,undirected
250,2,0.0011148272,undirected
250,3,0.042363434,undirected
250,5,0.080267559,undirected
250,6,0.10702341,undirected
250,7,0.022296544,undirected
250,9,0.0022296544,undirected
250,10,0.0066889632,undirected
250,13,0.0044593088,undirected
250,17,0.014492754,undirected
250,19,0.025641026,undirected
250,20,0.011148272,undirected
250,21,0.025641026,undirected
250,22,0.0022296544,undirected
250,24,0.0089186176,undirected
251,0,0.037904125,undirected
251,2,0.010033445,undirected
251,3,0.031215162,undirected
251,5,0.045707915,undirected
251,6,0.068004459,undirected
251,7,0.037904125,undirected
251,13,0.022296544,undirected
251,14,0.0022296544,undirected
251,15,0.0022296544,undirected
251,17,0.080267559,undirected
251,19,0.026755853,undirected
251,21,0.011148272,undirected
252,0,0.048565121,undirected
252,3,0.058498896,undirected
252,5,0.1004415,undirected
252,6,0.078366446,undirected
252,7,0.045253863,undirected
252,11,0.022075055,undirected
252,12,0.015452539,undirected
252,13,0.0099337748,undirected
252,17,0.013245033,undirected
252,18,0.0011037528,undirected
252,19,0.0066225166,undirected
252,20,0.0011037528,undirected
252,22,0.004415011,undirected
253,0,0.067328918,undirected
253,3,0.077262693,undirected
253,5,0.049668874,undirected
253,6,0.082781457,undirected
253,7,0.04415011,undirected
253,11,0.0033112583,undirected
253,12,0.0033112583,undirected
253,13,0.011037528,undirected
253,17,0.004415011,undirected
253,18,0.0022075055,undirected
253,19,0.018763797,undirected
253,21,0.0022075055,undirected
253,22,0.0011037528,undirected
254,0,0.087936866,undirected
254,3,0.050732807,undirected
254,5,0.11612176,undirected
254,7,0.021420519,undirected
254,8,0.012401353,undirected
254,11,0.016910936,undirected
254,12,0.00789177,undirected
254,13,0.0045095829,undirected
254,14,0.024802706,undirected
254,18,0.0067643743,undirected
254,19,0.027057497,undirected
254,20,0.0011273957,undirected
254,21,0.0033821871,undirected
254,23,0.038331454,undirected
255,0,0.090507726,undirected
255,3,0.06401766,undirected
255,5,0.098233996,undirected
255,7,0.037527594,undirected
255,11,0.017660044,undirected
255,12,0.0033112583,undirected
255,13,0.0066225166,undirected
255,14,0.0033112583,undirected
255,15,0.0011037528,undirected
255,18,0.029801325,undirected
255,19,0.011037528,undirected
255,21,0.0066225166,undirected
255,23,0.022075055,undirected
256,0,0.05505618,undirected
256,3,0.075280899,undirected
256,5,0.16404494,undirected
256,7,0.03258427,undirected
256,15,0.01011236,undirected
256,18,0.03258427,undirected
256,20,0.002247191,undirected
256,23,0.02247191,undirected
257,0,0.092945129,undirected
257,1,0.0011198208,undirected
257,2,0.0044792833,undirected
257,3,0.09406495,undirected
257,4,0.0078387458,undirected
257,5,0.11422172,undirected
257,6,0.0011198208,undirected
257,7,0.036954087,undirected
257,9,0.0011198208,undirected
257,11,0.010078387,undirected
257,13,0.006718925,undirected
257,18,0.0268757,undirected
257,21,0.006718925,undirected
257,23,0.0055991041,undirected
258,0,0.055617353,undirected
258,3,0.10122358,undirected
258,5,0.10901001,undirected
258,7,0.045606229,undirected
258,12,0.022246941,undirected
258,13,0.0022246941,undirected
258,18,0.026696329,undirected
258,21,0.013348165,undirected
258,23,0.010011123,undirected
259,0,0.063474388,undirected
259,3,0.043429844,undirected
259,4,0.0022271715,undirected
259,5,0.10579065,undirected
259,7,0.045657016,undirected
259,10,0.0011135857,undirected
259,11,0.034521158,undirected
259,18,0.03674833,undirected
259,19,0.0033407572,undirected
259,21,0.03674833,undirected
259,23,0.013363029,undirected
260,0,0.064551422,undirected
260,3,0.055798687,undirected
260,4,0.0032822757,undirected
260,5,0.13347921,undirected
260,7,0.0098468271,undirected
260,15,0.0010940919,undirected
260,18,0.019693654,undirected
260,19,0.031728665,undirected
260,21,0.035010941,undirected
260,23,0.030634573,undirected
261,0,0.093922652,undirected
261,2,0.008839779,undirected
261,3,0.067403315,undirected
261,4,0.0077348066,undirected
261,5,0.14254144,undirected
261,6,0.0022099448,undirected
261,7,0.019889503,undirected
261,11,0.0011049724,undirected
261,15,0.0011049724,undirected
261,18,0.017679558,undirected
261,19,0.0055248619,undirected
261,21,0.029834254,undirected
261,23,0.015469613,undirected
262,0,0.057205721,undirected
262,3,0.10341034,undirected
262,5,0.080308031,undirected
262,7,0.02640264,undirected
262,11,0.01760176,undirected
262,12,0.00440044,undirected
262,13,0.0110011,undirected
262,15,0.0077007701,undirected
262,18,0.01540154,undirected
262,21,0.03960396,undirected
262,23,0.02640264,undirected
262,24,0.00110011,undirected
263,0,0.069003286,undirected
263,1,0.0021905805,undirected
263,3,0.055859803,undirected
263,4,0.023001095,undirected
263,5,0.090909091,undirected
263,6,0.0054764513,undirected
263,7,0.038335159,undirected
263,8,0.0054764513,undirected
263,11,0.016429354,undirected
263,13,0.0076670318,undirected
263,15,0.013143483,undirected
263,18,0.023001095,undirected
263,21,0.021905805,undirected
263,23,0.0032858708,undirected
264,0,0.057142857,undirected
264,3,0.073626374,undirected
264,5,0.14835165,undirected
264,6,0.0010989011,undirected
264,7,0.024175824,undirected
264,11,0.016483516,undirected
264,14,0.0010989011,undirected
264,17,0.0010989011,undirected
264,19,0.0076923077,undirected
264,21,0.054945055,undirected
264,23,0.010989011,undirected
265,0,0.063403782,undirected
265,3,0.077864294,undirected
265,5,0.10456062,undirected
265,7,0.042269188,undirected
265,12,0.027808676,undirected
265,13,0.0011123471,undirected
265,18,0.034482759,undirected
265,19,0.0044493882,undirected
265,20,0.0022246941,undirected
265,23,0.017797553,undirected
266,0,0.052164262,undirected
266,3,0.058823529,undirected
266,5,0.16204218,undirected
266,6,0.0077691454,undirected
266,7,0.048834628,undirected
266,12,0.0011098779,undirected
266,13,0.0044395117,undirected
266,15,0.0044395117,undirected
266,16,0.0011098779,undirected
266,18,0.019977802,undirected
266,19,0.0044395117,undirected
266,21,0.025527192,undirected
266,22,0.0011098779,undirected
266,23,0.013318535,undirected
267,0,0.038845727,undirected
267,3,0.068812431,undirected
267,4,0.0055493896,undirected
267,5,0.12430633,undirected
267,6,0.0011098779,undirected
267,7,0.052164262,undirected
267,9,0.0011098779,undirected
267,11,0.0022197558,undirected
267,12,0.011098779,undirected
267,13,0.0011098779,undirected
267,15,0.016648169,undirected
267,17,0.0011098779,undirected
267,21,0.058823529,undirected
267,23,0.0044395117,undirected
268,0,0.059080963,undirected
268,2,0.0098468271,undirected
268,3,0.062363239,undirected
268,5,0.12582057,undirected
268,7,0.037199125,undirected
268,8,0.0010940919,undirected
268,12,0.0065645514,undirected
268,15,0.024070022,undirected
268,18,0.0054704595,undirected
268,19,0.019693654,undirected
268,21,0.036105033,undirected
268,23,0.018599562,undirected
269,0,0.062084257,undirected
269,3,0.075388027,undirected
269,5,0.1308204,undirected
269,7,0.017738359,undirected
269,9,0.0033259424,undirected
269,11,0.029933481,undirected
269,13,0.0088691796,undirected
269,15,0.0044345898,undirected
269,18,0.0066518847,undirected
269,19,0.0011086475,undirected
269,20,0.0022172949,undirected
269,21,0.053215078,undirected
269,23,0.021064302,undirected
270,0,0.024581006,undirected
270,1,0.017877095,undirected
270,3,0.053631285,undirected
270,5,0.065921788,undirected
270,6,0.0044692737,undirected
270,7,0.027932961,undirected
270,9,0.031284916,undirected
270,13,0.0044692737,undirected
270,14,0.031284916,undirected
270,15,0.026815642,undirected
270,18,0.10391061,undirected
270,20,0.0055865922,undirected
270,21,0.010055866,undirected
271,0,0.055248619,undirected
271,3,0.082872928,undirected
271,5,0.057458564,undirected
271,6,0.0066298343,undirected
271,7,0.0077348066,undirected
271,11,0.01878453,undirected
271,12,0.0066298343,undirected
271,15,0.0044198895,undirected
271,16,0.0011049724,undirected
271,18,0.1160221,undirected
271,20,0.0011049724,undirected
271,21,0.033149171,undirected
272,0,0.023307436,undirected
272,1,0.0011098779,undirected
272,3,0.062153163,undirected
272,4,0.0044395117,undirected
272,5,0.097669256,undirected
272,7,0.042175361,undirected
272,11,0.0077691454,undirected
272,18,0.15760266,undirected
273,0,0.05704698,undirected
273,3,0.0089485459,undirected
273,4,0.011185682,undirected
273,5,0.073825503,undirected
273,6,0.0011185682,undirected
273,7,0.036912752,undirected
273,8,0.017897092,undirected
273,11,0.0089485459,undirected
273,13,0.026845638,undirected
273,15,0.023489933,undirected
273,18,0.10961969,undirected
273,19,0.049217002,undirected
273,20,0.0055928412,undirected
273,21,0.033557047,undirected
274,0,0.025,undirected
274,2,0.0010869565,undirected
274,3,0.040217391,undirected
274,4,0.016304348,undirected
274,5,0.10543478,undirected
274,6,0.0065217391,undirected
274,7,0.044565217,undirected
274,9,0.0010869565,undirected
274,11,0.0065217391,undirected
274,15,0.02826087,undirected
274,17,0.0010869565,undirected
274,18,0.10434783,undirected
274,21,0.023913043,undirected
275,0,0.036343612,undirected
275,3,0.071585903,undirected
275,5,0.070484581,undirected
275,7,0.04185022,undirected
275,11,0.0022026432,undirected
275,13,0.0022026432,undirected
275,18,0.12444934,undirected
275,19,0.018722467,undirected
275,20,0.0022026432,undirected
275,21,0.057268722,undirected
276,0,0.066518847,undirected
276,3,0.05654102,undirected
276,5,0.068736142,undirected
276,7,0.012195122,undirected
276,11,0.0099778271,undirected
276,13,0.0055432373,undirected
276,14,0.0033259424,undirected
276,18,0.13968958,undirected
276,20,0.0011086475,undirected
276,21,0.06097561,undirected
277,0,0.053038674,undirected
277,3,0.077348066,undirected
277,4,0.011049724,undirected
277,5,0.090607735,undirected
277,7,0.016574586,undirected
277,12,0.0033149171,undirected
277,14,0.0022099448,undirected
277,18,0.12928177,undirected
277,21,0.032044199,undirected
277,22,0.0011049724,undirected
278,0,0.055555556,undirected
278,2,0.0021786492,undirected
278,3,0.068627451,undirected
278,4,0.0010893246,undirected
278,5,0.091503268,undirected
278,6,0.0043572985,undirected
278,7,0.025054466,undirected
278,11,0.0032679739,undirected
278,12,0.0021786492,undirected
278,13,0.011982571,undirected
278,18,0.10893246,undirected
278,19,0.0065359477,undirected
278,20,0.0032679739,undirected
278,21,0.021786492,undirected
278,22,0.0021786492,undirected
278,23,0.0010893246,undirected
279,0,0.033805889,undirected
279,3,0.066521265,undirected
279,5,0.11123228,undirected
279,7,0.029443839,undirected
279,8,0.0054525627,undirected
279,11,0.0010905125,undirected
279,14,0.0010905125,undirected
279,18,0.095965104,undirected
279,19,0.015267176,undirected
279,21,0.037077426,undirected
280,0,0.029966704,undirected
280,2,0.0033296337,undirected
280,3,0.083240844,undirected
280,5,0.085460599,undirected
280,7,0.024417314,undirected
280,11,0.015538291,undirected
280,12,0.013318535,undirected
280,13,0.0022197558,undirected
280,18,0.076581576,undirected
280,21,0.052164262,undirected
280,22,0.0033296337,undirected
280,24,0.0066592675,undirected
281,0,0.022148394,undirected
281,2,0.0044296788,undirected
281,3,0.094130676,undirected
281,5,0.07530454,undirected
281,7,0.03654485,undirected
281,13,0.0044296788,undirected
281,15,0.0066445183,undirected
281,16,0.0011074197,undirected
281,18,0.11738649,undirected
281,21,0.031007752,undirected
281,22,0.0022148394,undirected
282,0,0.064622125,undirected
282,1,0.004381161,undirected
282,3,0.029572837,undirected
282,5,0.055859803,undirected
282,6,0.063526835,undirected
282,7,0.053669222,undirected
282,10,0.0076670318,undirected
282,11,0.019715225,undirected
282,14,0.019715225,undirected
282,15,0.020810515,undirected
282,16,0.060240964,undirected
282,18,0.024096386,undirected
282,21,0.020810515,undirected
282,23,0.0010952903,undirected
282,24,0.008762322,undirected
283,0,0.070234114,undirected
283,1,0.0044593088,undirected
283,2,0.005574136,undirected
283,3,0.05574136,undirected
283,5,0.037904125,undirected
283,6,0.044593088,undirected
283,7,0.030100334,undirected
283,8,0.0011148272,undirected
283,11,0.043478261,undirected
283,12,0.0066889632,undirected
283,13,0.025641026,undirected
283,15,0.024526198,undirected
283,17,0.0033444816,undirected
283,18,0.036789298,undirected
283,19,0.0011148272,undirected
283,21,0.039018952,undirected
283,24,0.016722408,undirected
284,0,0.029801325,undirected
284,2,0.0066225166,undirected
284,3,0.0099337748,undirected
284,4,0.016556291,undirected
284,5,0.024282561,undirected
284,6,0.084988962,undirected
284,7,0.0055187638,undirected
284,10,0.011037528,undirected
284,11,0.0022075055,undirected
284,12,0.004415011,undirected
284,13,0.038631347,undirected
284,15,0.004415011,undirected
284,16,0.011037528,undirected
284,17,0.062913907,undirected
284,19,0.05187638,undirected
284,21,0.037527594,undirected
284,23,0.0022075055,undirected
285,0,0.041666667,undirected
285,3,0.049342105,undirected
285,4,0.0021929825,undirected
285,5,0.036184211,undirected
285,6,0.055921053,undirected
285,7,0.020833333,undirected
285,8,0.0032894737,undirected
285,12,0.029605263,undirected
285,15,0.0065789474,undirected
285,16,0.0098684211,undirected
285,18,0.012061404,undirected
285,19,0.025219298,undirected
285,20,0.012061404,undirected
285,21,0.088815789,undirected
286,0,0.016538037,undirected
286,3,0.042998897,undirected
286,4,0.01323043,undirected
286,5,0.065049614,undirected
286,6,0.044101433,undirected
286,7,0.022050717,undirected
286,8,0.0022050717,undirected
286,10,0.0011025358,undirected
286,11,0.033076075,undirected
286,12,0.033076075,undirected
286,15,0.0077177508,undirected
286,16,0.02646086,undirected
286,18,0.029768467,undirected
286,21,0.09261301,undirected
286,22,0.0011025358,undirected
287,0,0.04180418,undirected
287,3,0.0055005501,undirected
287,4,0.0055005501,undirected
287,5,0.02970297,undirected
287,6,0.077007701,undirected
287,7,0.04620462,undirected
287,11,0.02530253,undirected
287,13,0.01430143,undirected
287,16,0.079207921,undirected
287,17,0.03080308,undirected
287,18,0.01210121,undirected
287,19,0.01760176,undirected
287,21,0.01980198,undirected
288,0,0.013015184,undirected
288,3,0.059652928,undirected
288,6,0.032537961,undirected
288,7,0.052060738,undirected
288,11,0.02494577,undirected
288,12,0.043383948,undirected
288,14,0.0043383948,undirected
288,15,0.0010845987,undirected
288,16,0.037960954,undirected
288,17,0.0086767896,undirected
288,18,0.013015184,undirected
288,19,0.031453362,undirected
288,20,0.010845987,undirected
288,21,0.022776573,undirected
288,24,0.0054229935,undirected
289,0,0.010940919,undirected
289,3,0.099562363,undirected
289,5,0.041575492,undirected
289,6,0.067833698,undirected
289,7,0.020787746,undirected
289,11,0.038293217,undirected
289,13,0.010940919,undirected
289,16,0.060175055,undirected
289,17,0.0087527352,undirected
289,19,0.033916849,undirected
289,21,0.026258206,undirected
290,0,0.064261556,undirected
290,1,0.0022547914,undirected
290,2,0.00789177,undirected
290,5,0.073280722,undirected
290,6,0.050732807,undirected
290,7,0.056369786,undirected
290,8,0.0022547914,undirected
290,11,0.030439684,undirected
290,12,0.018038331,undirected
290,13,0.0011273957,undirected
290,16,0.02367531,undirected
290,17,0.011273957,undirected
290,19,0.021420519,undirected
290,20,0.014656144,undirected
290,21,0.033821871,undirected
290,23,0.0033821871,undirected
291,0,0.01308615,undirected
291,3,0.027262814,undirected
291,4,0.0032715376,undirected
291,5,0.022900763,undirected
291,6,0.071973828,undirected
291,7,0.082878953,undirected
291,11,0.011995638,undirected
291,12,0.047982552,undirected
291,13,0.016357688,undirected
291,16,0.045801527,undirected
291,17,0.0032715376,undirected
291,18,0.031624864,undirected
291,19,0.015267176,undirected
291,21,0.0054525627,undirected
291,22,0.0010905125,undirected
292,0,0.071269488,undirected
292,3,0.051224944,undirected
292,4,0.013363029,undirected
292,5,0.034521158,undirected
292,6,0.042316258,undirected
292,7,0.071269488,undirected
292,11,0.022271715,undirected
292,12,0.020044543,undirected
292,16,0.010022272,undirected
292,19,0.04454343,undirected
292,21,0.025612472,undirected
293,0,0.10262009,undirected
293,2,0.010917031,undirected
293,3,0.068777293,undirected
293,5,0.062227074,undirected
293,6,0.036026201,undirected
293,7,0.018558952,undirected
293,11,0.013100437,undirected
293,12,0.016375546,undirected
293,16,0.017467249,undirected
293,18,0.024017467,undirected
293,19,0.0087336245,undirected
293,21,0.020742358,undirected
294,0,0.078107811,undirected
294,1,0.00110011,undirected
294,3,0.02860286,undirected
294,5,0.073707371,undirected
294,6,0.071507151,undirected
294,7,0.01320132,undirected
294,11,0.01540154,undirected
294,12,0.02860286,undirected
294,13,0.01540154,undirected
294,14,0.00110011,undirected
294,15,0.00220022,undirected
294,16,0.00440044,undirected
294,17,0.052805281,undirected
295,0,0.042763158,undirected
295,1,0.0010964912,undirected
295,3,0.026315789,undirected
295,5,0.058114035,undirected
295,6,0.070175439,undirected
295,7,0.035087719,undirected
295,11,0.013157895,undirected
295,12,0.027412281,undirected
295,16,0.082236842,undirected
295,18,0.043859649,undirected
295,19,0.01754386,undirected
295,21,0.0098684211,undirected
295,22,0.0010964912,undirected
296,0,0.028665932,undirected
296,3,0.07938258,undirected
296,5,0.05292172,undirected
296,6,0.03969129,undirected
296,7,0.063947078,undirected
296,11,0.037486218,undirected
296,16,0.045203969,undirected
296,18,0.031973539,undirected
296,21,0.035281147,undirected
296,22,0.0044101433,undirected
297,0,0.031728665,undirected
297,3,0.039387309,undirected
297,4,0.0054704595,undirected
297,5,0.047045952,undirected
297,6,0.0404814,undirected
297,7,0.057986871,undirected
297,9,0.0087527352,undirected
297,11,0.0087527352,undirected
297,12,0.0043763676,undirected
297,16,0.080962801,undirected
297,17,0.013129103,undirected
297,18,0.044857768,undirected
297,19,0.01750547,undirected
297,24,0.012035011,undirected
298,0,0.020742358,undirected
298,3,0.0098253275,undirected
298,5,0.0032751092,undirected
298,7,0.020742358,undirected
298,9,0.0010917031,undirected
298,11,0.041484716,undirected
298,12,0.0065502183,undirected
298,14,0.14519651,undirected
298,15,0.0065502183,undirected
298,18,0.02510917,undirected
298,19,0.1080786,undirected
298,21,0.016375546,undirected
298,22,0.0021834061,undirected
298,24,0.0076419214,undirected
299,0,0.0010869565,undirected
299,5,0.019565217,undirected
299,6,0.0032608696,undirected
299,7,0.018478261,undirected
299,8,0.027173913,undirected
299,11,0.041304348,undirected
299,13,0.054347826,undirected
299,15,0.039130435,undirected
299,18,0.0032608696,undirected
299,19,0.095652174,undirected
299,21,0.079347826,undirected
300,0,0.013844515,undirected
300,2,0.015974441,undirected
300,3,0.021299255,undirected
300,5,0.0010649627,undirected
300,7,0.0010649627,undirected
300,9,0.010649627,undirected
300,10,0.0021299255,undirected
300,11,0.066027689,undirected
300,12,0.0031948882,undirected
300,13,0.048988285,undirected
300,15,0.059637913,undirected
300,18,0.017039404,undirected
300,19,0.051118211,undirected
300,20,0.040468584,undirected
300,21,0.047923323,undirected
301,0,0.018498368,undirected
301,2,0.017410229,undirected
301,4,0.04570185,undirected
301,5,0.026115343,undirected
301,6,0.0054406964,undirected
301,8,0.0054406964,undirected
301,11,0.062023939,undirected
301,13,0.04570185,undirected
301,15,0.028291621,undirected
301,19,0.11425462,undirected
301,21,0.034820457,undirected
302,0,0.025917927,undirected
302,2,0.0075593952,undirected
302,4,0.016198704,undirected
302,5,0.037796976,undirected
302,11,0.029157667,undirected
302,13,0.064794816,undirected
302,15,0.042116631,undirected
302,19,0.075593952,undirected
302,21,0.062634989,undirected
303,0,0.025555556,undirected
303,2,0.014444444,undirected
303,3,0.033333333,undirected
303,5,0.02,undirected
303,8,0.015555556,undirected
303,11,0.056666667,undirected
303,12,0.0066666667,undirected
303,13,0.012222222,undirected
303,15,0.01,undirected
303,19,0.095555556,undirected
303,21,0.076666667,undirected
304,0,0.026172301,undirected
304,2,0.0010905125,undirected
304,3,0.044711014,undirected
304,4,0.028353326,undirected
304,5,0.042529989,undirected
304,9,0.0010905125,undirected
304,11,0.07306434,undirected
304,12,0.0098146129,undirected
304,13,0.01308615,undirected
304,15,0.0054525627,undirected
304,18,0.0032715376,undirected
304,19,0.10032715,undirected
304,21,0.029443839,undirected
305,0,0.045064378,undirected
305,2,0.0096566524,undirected
305,3,0.03111588,undirected
305,4,0.05472103,undirected
305,5,0.0032188841,undirected
305,11,0.065450644,undirected
305,12,0.0053648069,undirected
305,16,0.0021459227,undirected
305,19,0.07832618,undirected
305,20,0.022532189,undirected
305,21,0.05472103,undirected
306,0,0.01419214,undirected
306,3,0.036026201,undirected
306,4,0.0021834061,undirected
306,5,0.029475983,undirected
306,11,0.038209607,undirected
306,12,0.018558952,undirected
306,13,0.0032751092,undirected
306,15,0.0076419214,undirected
306,17,0.0054585153,undirected
306,18,0.029475983,undirected
306,19,0.12554585,undirected
306,20,0.015283843,undirected
306,21,0.062227074,undirected
306,22,0.0010917031,undirected
307,0,0.067759563,undirected
307,3,0.038251366,undirected
307,4,0.033879781,undirected
307,7,0.0076502732,undirected
307,9,0.0054644809,undirected
307,11,0.040437158,undirected
307,13,0.016393443,undirected
307,15,0.021857923,undirected
307,18,0.01420765,undirected
307,19,0.11693989,undirected
307,21,0.017486339,undirected
307,22,0.0021857923,undirected
308,0,0.033549784,undirected
308,1,0.0010822511,undirected
308,3,0.018398268,undirected
308,4,0.023809524,undirected
308,5,0.055194805,undirected
308,7,0.014069264,undirected
308,11,0.011904762,undirected
308,13,0.032467532,undirected
308,15,0.060606061,undirected
308,16,0.0021645022,undirected
308,18,0.0064935065,undirected
308,19,0.093073593,undirected
308,21,0.054112554,undirected
309,0,0.020452099,undirected
309,2,0.0043057051,undirected
309,3,0.022604952,undirected
309,4,0.016146394,undirected
309,5,0.066738428,undirected
309,11,0.0086114101,undirected
309,12,0.011840689,undirected
309,13,0.019375673,undirected
309,15,0.062432723,undirected
309,16,0.010764263,undirected
309,19,0.085037675,undirected
309,21,0.012917115,undirected
309,23,0.0032292788,undirected
310,0,0.079434168,undirected
310,3,0.041349293,undirected
310,4,0.033732318,undirected
310,5,0.048966268,undirected
310,7,0.0043525571,undirected
310,13,0.0097932535,undirected
310,19,0.085963003,undirected
310,21,0.044613711,undirected
310,24,0.011969532,undirected
311,0,0.04004329,undirected
311,3,0.050865801,undirected
311,4,0.021645022,undirected
311,5,0.037878788,undirected
311,7,0.018398268,undirected
311,11,0.037878788,undirected
311,12,0.0021645022,undirected
311,15,0.0043290043,undirected
311,19,0.12770563,undirected
311,21,0.027056277,undirected
311,22,0.0032467532,undirected
312,0,0.044038668,undirected
312,1,0.020408163,undirected
312,2,0.024704619,undirected
312,3,0.0021482277,undirected
312,5,0.021482277,undirected
312,8,0.0064446831,undirected
312,9,0.016111708,undirected
312,11,0.019334049,undirected
312,12,0.0042964554,undirected
312,13,0.03329753,undirected
312,14,0.031149302,undirected
312,15,0.038668099,undirected
312,16,0.0021482277,undirected
312,18,0.0032223416,undirected
312,19,0.036519871,undirected
312,21,0.01396348,undirected
312,22,0.12889366,undirected
312,24,0.0010741139,undirected
313,0,0.0786268,undirected
313,2,0.060908084,undirected
313,3,0.063122924,undirected
313,5,0.007751938,undirected
313,6,0.0099667774,undirected
313,7,0.017718715,undirected
313,9,0.0022148394,undirected
313,12,0.0044296788,undirected
313,13,0.028792913,undirected
313,14,0.0022148394,undirected
313,15,0.027685493,undirected
313,16,0.0033222591,undirected
313,17,0.0011074197,undirected
313,19,0.03654485,undirected
313,22,0.045404208,undirected
314,0,0.029818956,undirected
314,2,0.037273695,undirected
314,3,0.04685836,undirected
314,4,0.0021299255,undirected
314,5,0.020234292,undirected
314,6,0.0031948882,undirected
314,8,0.0010649627,undirected
314,11,0.019169329,undirected
314,13,0.044728435,undirected
314,15,0.03514377,undirected
314,17,0.0063897764,undirected
314,19,0.044728435,undirected
314,21,0.045793397,undirected
314,22,0.086261981,undirected
315,0,0.06434024,undirected
315,2,0.026172301,undirected
315,3,0.042529989,undirected
315,4,0.016357688,undirected
315,8,0.0098146129,undirected
315,9,0.0021810251,undirected
315,11,0.051254089,undirected
315,13,0.041439477,undirected
315,15,0.037077426,undirected
315,19,0.087241003,undirected
315,21,0.010905125,undirected
315,22,0.043620502,undirected
316,0,0.022508039,undirected
316,2,0.024651661,undirected
316,3,0.028938907,undirected
316,4,0.010718114,undirected
316,5,0.0075026795,undirected
316,8,0.021436227,undirected
316,11,0.041800643,undirected
316,13,0.076098607,undirected
316,15,0.079314041,undirected
316,16,0.0042872454,undirected
316,17,0.0010718114,undirected
316,19,0.041800643,undirected
316,21,0.042872454,undirected
316,22,0.034297964,undirected
316,23,0.0010718114,undirected
317,0,0.024811219,undirected
317,2,0.019417476,undirected
317,3,0.017259978,undirected
317,4,0.049622438,undirected
317,6,0.0043149946,undirected
317,11,0.028047465,undirected
317,12,0.003236246,undirected
317,13,0.06364617,undirected
317,15,0.030204962,undirected
317,16,0.011866235,undirected
317,17,0.0021574973,undirected
317,18,0.0021574973,undirected
317,19,0.037756203,undirected
317,21,0.052858684,undirected
317,22,0.044228695,undirected
318,0,0.049515608,undirected
318,1,0.0032292788,undirected
